0_0, 0_1, 0_2, 1_0, 1_1, 1_2, 2_0, 2_1, 2_2, has_horizontal, has_vertical
0, 0, 0, 0.356, 0.356, 0.356, 0.387, 0.387, 0.387, 1, 0
0, 0, 0, 0.188, 0.188, 0.188, 0.504, 0.504, 0.504, 1, 0
0, 0, 0, 0.394, 0.394, 0.394, 0, 0, 0, 1, 0
0, 0.847, 0.161, 0, 0.847, 0.161, 0, 0.847, 0.161, 0, 1
0.965, 0, 0, 0.965, 0, 0, 0.965, 0, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0.648, 0, 0, 0.648, 0, 0, 0.648, 0, 1
0, 0, 0.608, 0, 0, 0.608, 0, 0, 0.608, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0.679, 1, 0, 0.679, 1, 0, 0.679, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.552, 0.361, 1, 0.191, 0, 1, 0.591, 0.4, 1, 1, 1
0.227, 1, 0.227, 0, 1, 0, 0, 1, 0, 1, 1
0.287, 0, 0, 0.287, 0, 0, 0.287, 0, 0, 0, 1
0, 0, 0.797, 0, 0, 0.797, 0.526, 0.526, 1, 1, 1
0, 0, 0.791, 0, 0, 0.791, 0, 0, 0.791, 0, 1
0.842, 0, 0, 1, 0.866, 0.866, 0.842, 0, 0, 1, 1
0, 0.308, 0.233, 0.216, 0.524, 0.449, 0.141, 0.45, 0.375, 1, 1
0, 0, 0, 0.1, 0.1, 0.1, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.421, 0, 0, 0.421, 0, 0.754, 1, 0.754, 1, 1
0, 0.996, 0, 0.274, 1, 0.274, 0.546, 1, 0.546, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.464, 0.464, 0.464, 0, 0, 0, 0, 0, 0, 1, 0
0.549, 0.868, 0.1, 0.449, 0.768, 0, 0.449, 0.768, 0, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0
0.595, 1, 0.918, 0, 0.616, 0.322, 0.45, 1, 0.772, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.738, 0.738, 0.738, 0.407, 0.407, 0.407, 0, 0, 0, 1, 0
0, 0.563, 0.435, 0.394, 0.958, 0.829, 0.218, 0.782, 0.653, 1, 1
0.538, 0, 0.142, 0.538, 0, 0.142, 0.538, 0, 0.142, 0, 1
0.72, 0.26, 0.26, 0.461, 0, 0, 0.461, 0, 0, 1, 1
0, 0, 0, 0.644, 0.644, 0.644, 0.725, 0.725, 0.725, 1, 0
0, 0.538, 0, 0, 0.538, 0, 0, 0.538, 0, 0, 1
0.872, 0.872, 0.872, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0.258, 0, 0.1, 0.258, 0, 0.492, 0.65, 0.392, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0.837, 0.694, 0.694, 1, 0, 0, 0.837, 1, 1
0.639, 0.639, 1, 0.315, 0.315, 0.921, 0, 0, 0.605, 1, 1
0.517, 0.438, 0, 0.517, 0.438, 0, 0.517, 0.438, 0, 0, 1
0.753, 0.753, 0.753, 0, 0, 0, 0.691, 0.691, 0.691, 1, 0
0.1, 0, 0.49, 0.1, 0, 0.49, 0.765, 0.665, 1, 1, 1
0.483, 0.483, 1, 0, 0, 0.546, 0.296, 0.296, 0.842, 1, 1
0, 0, 0, 0, 0, 0, 0.372, 0.372, 0.372, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.395, 0.395, 0.395, 0.1, 0.1, 0.1, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.803, 0.49, 0.1, 0.803, 0.49, 0.1, 0.703, 0.39, 0, 1, 1
0.915, 0.578, 0, 1, 0.678, 0.1, 1, 1, 0.913, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 1, 0.947, 0.449, 1, 0.498, 0, 0.687, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.846, 0.846, 0.846, 0.559, 0.559, 0.559, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.535, 0.754, 0, 0.535, 0.754, 0.351, 0.886, 1, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.637, 0.637, 0.637, 0, 0, 0, 1, 0
0, 0, 0, 0.974, 0.974, 0.974, 0, 0, 0, 1, 0
0, 0, 0.821, 0, 0, 0.821, 0, 0, 0.821, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.547, 0.547, 0.547, 0.691, 0.691, 0.691, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0.442, 0, 0.1, 0.442, 0, 0.1, 0.442, 0, 0, 1
0.656, 0, 0.331, 1, 0.453, 0.784, 1, 0.88, 1, 1, 1
0, 0, 0, 0.607, 0.607, 0.607, 0.18, 0.18, 0.18, 1, 0
0.815, 0.815, 0.815, 0, 0, 0, 1, 1, 1, 1, 0
0, 0.92, 0.817, 0.767, 1, 1, 0.531, 1, 1, 1, 1
1, 0, 0.331, 1, 0.267, 0.598, 1, 0.455, 0.786, 1, 1
0, 0.605, 0.998, 0, 0.605, 0.998, 0, 0.605, 0.998, 0, 1
0.466, 0.1, 0, 1, 0.745, 0.645, 0.466, 0.1, 0, 1, 1
0.836, 0.363, 0.363, 0.473, 0, 0, 0.473, 0, 0, 1, 1
0.513, 0.513, 0.513, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0.25, 0.25, 0.25, 0, 0, 0, 1, 0
0.351, 0.572, 0.905, 0, 0.221, 0.554, 0.1, 0.321, 0.654, 1, 1
0.165, 0.562, 0.481, 0.1, 0.497, 0.416, 0, 0.397, 0.316, 1, 1
0.453, 0.453, 0.453, 0, 0, 0, 0.1, 0.1, 0.1, 1, 0
0, 0.868, 0.67, 0, 0.868, 0.67, 0, 0.868, 0.67, 0, 1
0, 0, 0, 0.461, 0.461, 0.461, 0.316, 0.316, 0.316, 1, 0
0.754, 0.363, 0.363, 0.79, 0.4, 0.4, 0.391, 0, 0, 1, 1
0.303, 0, 0, 0.303, 0, 0, 0.303, 0, 0, 0, 1
0.524, 0, 0.605, 0.524, 0, 0.605, 0.524, 0, 0.605, 0, 1
0.1, 0.161, 0, 0.1, 0.161, 0, 0.1, 0.161, 0, 0, 1
0, 0, 0, 0.777, 0.777, 0.777, 1, 1, 1, 1, 0
1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0.204, 0.204, 0.204, 0, 0, 0, 1, 0
0, 0, 0, 0.533, 0.533, 0.533, 0, 0, 0, 1, 0
0.1, 0.1, 0.261, 0, 0, 0.161, 0.295, 0.295, 0.456, 1, 1
0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0
0.393, 0.718, 1, 0, 0.325, 0.826, 0, 0.325, 0.826, 1, 1
0.405, 0, 0, 0.405, 0, 0, 0.405, 0, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.253, 0.253, 0.253, 0, 0, 0, 1, 0
0, 0, 0, 0.797, 0.797, 0.797, 0.689, 0.689, 0.689, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 0.891, 0.515, 0.91, 0, 0.515, 0.91, 0, 1, 1
0.254, 0.254, 0.684, 0, 0, 0.43, 0, 0, 0.43, 1, 1
0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 1, 0
0, 0, 0, 0.582, 0.582, 0.582, 0, 0, 0, 1, 0
0.77, 0, 0, 0.77, 0, 0, 0.77, 0, 0, 0, 1
0, 0.694, 0, 0, 0.694, 0, 0, 0.694, 0, 0, 1
0.218, 1, 0.956, 0, 1, 0.738, 1, 1, 1, 1, 1
0, 0.538, 0, 0, 0.538, 0, 0, 0.538, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.76, 0.76, 0.76, 0, 0, 0, 0.228, 0.228, 0.228, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.1, 0, 0, 0.1, 0, 0, 0.1, 0, 0, 1
0.206, 0, 0.1, 0.206, 0, 0.1, 0.206, 0, 0.1, 0, 1
0, 0, 0.278, 0, 0, 0.278, 0, 0, 0.278, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.812, 0.387, 0, 0.812, 0.387, 0, 0.812, 0.387, 0, 0, 1
0.808, 0, 0, 0.808, 0, 0, 0.808, 0, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.1, 0.1, 0.1, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.507, 0, 0.573, 1, 0.573, 0.238, 0.746, 0.238, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0.946, 0.946, 0.462, 0, 0, 0.755, 0.292, 0.292, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0.202, 0, 0, 0.202, 0, 0, 0.202, 0, 1
0.219, 0.64, 0, 0.748, 1, 0.528, 0.949, 1, 0.729, 1, 1
0, 0.382, 1, 0, 0.382, 1, 0, 0.382, 1, 0, 1
0.843, 0.843, 1, 0, 0, 0.727, 0.547, 0.547, 1, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.689, 0, 0.672, 0.689, 0, 0.672, 0.689, 0, 0.672, 0, 1
0.188, 0.346, 0, 0.188, 0.346, 0, 0.188, 0.346, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.876, 0, 0, 0.876, 0, 0, 0.876, 0, 0, 0, 1
0.357, 0.357, 0.357, 0.747, 0.747, 0.747, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.261, 0, 0.1, 0.261, 0, 0.1, 0.261, 0, 0.1, 0, 1
0, 0, 0.298, 0.9, 0.9, 1, 0, 0, 0.298, 1, 1
0.1, 0.809, 0, 0.1, 0.809, 0, 0.1, 0.809, 0, 0, 1
0, 0.831, 0.1, 0.1, 0.931, 0.2, 0, 0.831, 0.1, 1, 1
0.1, 0, 0, 0.1, 0, 0, 0.1, 0, 0, 0, 1
0.724, 1, 0.139, 1, 1, 0.646, 0.584, 0.916, 0, 1, 1
0, 0.76, 0, 0.425, 1, 0.425, 0.1, 0.86, 0.1, 1, 1
0.1, 0, 0, 0.1, 0, 0, 0.1, 0, 0, 0, 1
0.46, 0.482, 0, 0.46, 0.482, 0, 0.46, 0.482, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.357, 0, 0, 0.357, 0, 0, 0.357, 0, 0, 0, 1
0.209, 0.583, 0.209, 0.1, 0.474, 0.1, 0, 0.374, 0, 1, 1
0.979, 0.992, 0, 0.979, 0.992, 0, 0.979, 0.992, 0, 0, 1
0, 0, 0, 0, 0, 0, 0.293, 0.293, 0.293, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.713, 0.713, 0.713, 0, 0, 0, 0.1, 0.1, 0.1, 1, 0
0.952, 1, 1, 0, 0.433, 0.592, 0.514, 0.948, 1, 1, 1
0, 0, 0, 0.852, 0.852, 0.852, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.836, 0.323, 0.323, 0.513, 0, 0, 0.613, 0.1, 0.1, 1, 1
0, 0.449, 0, 0, 0.449, 0, 0, 0.449, 0, 0, 1
0, 0.537, 0, 0.736, 1, 0.736, 0, 0.537, 0, 1, 1
0, 0, 0.649, 0, 0, 0.649, 0, 0, 0.649, 0, 1
0.815, 0.416, 0, 0.815, 0.416, 0, 0.815, 0.416, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0.187, 0, 0, 0.187, 0, 0, 0.187, 0, 1
0, 0, 0, 0.256, 0.256, 0.256, 0.924, 0.924, 0.924, 1, 0
0, 0, 0, 0.1, 0.1, 0.1, 0, 0, 0, 1, 0
0, 0.892, 0.178, 0.62, 1, 0.798, 0, 0.892, 0.178, 1, 1
0.1, 0, 0.418, 0.2, 0.1, 0.518, 0.538, 0.438, 0.856, 1, 1
0, 0, 0.656, 0, 0, 0.656, 0, 0, 0.656, 0, 1
1, 0.452, 0, 1, 0.552, 0.1, 1, 0.452, 0, 1, 1
1, 0.48, 0.48, 0.984, 0, 0, 1, 0.506, 0.506, 1, 1
0, 0, 0.693, 0, 0, 0.693, 0, 0, 0.693, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.676, 0.448, 0.972, 0.455, 0.228, 0.751, 0.227, 0, 0.523, 1, 1
0, 0, 0, 0, 0, 0, 0.991, 0.991, 0.991, 1, 0
1, 0.26, 0.26, 0.762, 0, 0, 1, 0.552, 0.552, 1, 1
0.699, 0.699, 0.599, 0.609, 0.609, 0.509, 0.1, 0.1, 0, 1, 1
0, 0, 0.399, 0, 0, 0.399, 0, 0, 0.399, 0, 1
0, 0, 0.923, 0.832, 0.832, 1, 0, 0, 0.923, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.549, 0.552, 0, 0.549, 0.552, 0, 0.549, 0.552, 0, 0, 1
0.353, 0.6, 0, 0.453, 0.7, 0.1, 0.899, 1, 0.546, 1, 1
0, 0, 0, 0.596, 0.596, 0.596, 0, 0, 0, 1, 0
0.214, 0, 0.242, 1, 0.945, 1, 0.214, 0, 0.242, 1, 1
0.593, 0.593, 1, 0, 0, 0.515, 0.287, 0.287, 0.802, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.1, 0.413, 0, 0.1, 0.413, 0, 0.1, 0.413, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0.644, 0.644, 0.644, 1, 0
0.279, 0.279, 0.279, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.486, 0.486, 0.486, 0.553, 0.553, 0.553, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0.288, 0, 0, 0.288, 0, 0, 0.288, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0.113, 0.113, 0.113, 1, 0
0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.668, 0, 0, 0.668, 0, 0, 0.668, 0, 0, 0, 1
0, 0, 0, 0.726, 0.726, 0.726, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 0.725, 0.2, 0.1, 0.825, 0.363, 0.263, 0.988, 1, 1
0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1
0, 0, 0.672, 0, 0, 0.672, 0, 0, 0.672, 0, 1
0, 0.509, 0, 0, 0.509, 0, 0, 0.509, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 1, 1, 0.431, 0.431, 0.701, 0, 0, 1, 1
0.219, 0.219, 0.219, 0.644, 0.644, 0.644, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.544, 0, 0.775, 0.862, 0.317, 1, 0.544, 0, 0.775, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.128, 0.128, 0.128, 0.854, 0.854, 0.854, 1, 0
0, 0, 0, 0.407, 0.407, 0.407, 0, 0, 0, 1, 0
0.574, 0.947, 0.674, 0, 0.373, 0.1, 0.1, 0.473, 0.2, 1, 1
0.1, 0, 0, 0.1, 0, 0, 0.1, 0, 0, 0, 1
0.548, 1, 0.905, 0, 0.535, 0.357, 0, 0.535, 0.357, 1, 1
1, 0.99, 0.47, 1, 1, 0.918, 0.836, 0.52, 0, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.589, 0, 0, 0.708, 0.118, 0.118, 0.589, 0, 0, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.243, 0, 0.779, 0.243, 0, 0.779, 0.243, 0, 0.779, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.466, 0, 0.792, 0.466, 0, 0.792, 0.466, 0, 0.792, 0, 1
0.33, 0.33, 0.33, 0.543, 0.543, 0.543, 0, 0, 0, 1, 0
0, 0.306, 0, 0.882, 1, 0.882, 0.197, 0.504, 0.197, 1, 1
0.498, 0.498, 0.498, 0, 0, 0, 0, 0, 0, 1, 0
0.1, 0.1, 0.1, 0, 0, 0, 0.138, 0.138, 0.138, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.302, 0.302, 0.302, 0, 0, 0, 0.43, 0.43, 0.43, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.426, 0.624, 0, 0.426, 0.624, 0, 0.426, 0.624, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.894, 0, 0.1, 0.994, 0.1, 0.599, 1, 0.599, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.12, 0, 0, 0.508, 0.389, 0.389, 0.12, 0, 0, 1, 1
0.1, 0, 0, 0.1, 0, 0, 0.1, 0, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.365, 0.203, 0.103, 0.263, 0.1, 0, 0.263, 0.1, 0, 1, 1
0.648, 0.648, 1, 0, 0, 0.592, 0.1, 0.1, 0.692, 1, 1
0.1, 0, 0.62, 0.839, 0.739, 1, 0.2, 0.1, 0.72, 1, 1
0.587, 0, 0, 0.793, 0.206, 0.206, 0.839, 0.252, 0.252, 1, 1
0.286, 0.286, 0.286, 0, 0, 0, 0, 0, 0, 1, 0
0.343, 0.343, 0.343, 0.604, 0.604, 0.604, 0, 0, 0, 1, 0
0, 0, 0, 0.921, 0.921, 0.921, 0, 0, 0, 1, 0
0, 0, 0, 0.591, 0.591, 0.591, 0.427, 0.427, 0.427, 1, 0
0.666, 0.766, 1, 0, 0.1, 0.539, 0, 0.1, 0.539, 1, 1
1, 1, 0.937, 0.1, 0.17, 0, 0.1, 0.17, 0, 1, 1
0, 0.356, 0, 0, 0.356, 0, 0, 0.356, 0, 0, 1
0, 0.646, 0, 0, 0.646, 0, 0, 0.646, 0, 0, 1
0.826, 0, 0, 1, 0.514, 0.514, 1, 0.409, 0.409, 1, 1
0, 0.821, 0, 0, 0.821, 0, 0, 0.821, 0, 0, 1
0.243, 0.243, 0.243, 0, 0, 0, 0, 0, 0, 1, 0
0, 0.1, 0.311, 0, 0.1, 0.311, 0, 0.1, 0.311, 0, 1
0.755, 0.755, 0.755, 0, 0, 0, 0.972, 0.972, 0.972, 1, 0
0.277, 0, 0, 0.277, 0, 0, 0.277, 0, 0, 0, 1
1, 0.97, 0.97, 1, 0.488, 0.488, 0.515, 0, 0, 1, 1
0, 0, 0, 0, 0, 0, 0.836, 0.836, 0.836, 1, 0
0.373, 0, 0, 0.373, 0, 0, 0.373, 0, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.839, 0.839, 0.839, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0.566, 0.566, 0.566, 0, 0, 0, 1, 0
0.404, 0.404, 0.404, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0.738, 0.738, 0.738, 1, 0
0, 0, 0.363, 0.674, 0.674, 1, 0, 0, 0.363, 1, 1
0, 0, 0, 0.1, 0.1, 0.1, 0.906, 0.906, 0.906, 1, 0
0.751, 0.751, 0.751, 0, 0, 0, 0, 0, 0, 1, 0
0.859, 0, 0.354, 0.859, 0, 0.354, 1, 0.988, 1, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.1, 0.457, 0, 0.1, 0.457, 0, 0.1, 0.457, 0, 1
0.203, 0.713, 0, 0.203, 0.713, 0, 0.203, 0.713, 0, 0, 1
0, 0.577, 0, 0, 0.577, 0, 0, 0.577, 0, 0, 1
0, 0, 0.572, 0, 0, 0.572, 0, 0, 0.572, 0, 1
0, 0, 0, 0, 0, 0, 0.504, 0.504, 0.504, 1, 0
1, 0.888, 0.376, 1, 0.512, 0, 1, 0.512, 0, 1, 1
0.579, 0.579, 0.579, 0.551, 0.551, 0.551, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.534, 0.534, 1, 0, 0, 0.618, 0.986, 0.986, 1, 1, 1
0.954, 0.954, 0.954, 0.314, 0.314, 0.314, 0, 0, 0, 1, 0
1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0
0.827, 0.827, 0.827, 0.1, 0.1, 0.1, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.566, 0.116, 0, 0.566, 0.116, 0, 0.566, 0.116, 0, 1
0.733, 0, 0.438, 0.733, 0, 0.438, 0.733, 0, 0.438, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.517, 0.73, 0.469, 0.986, 1, 0, 0.517, 0.73, 1, 1
0.533, 0.533, 0.633, 0, 0, 0.1, 0, 0, 0.1, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1
0.23, 0.23, 0.23, 0.586, 0.586, 0.586, 0, 0, 0, 1, 0
0.181, 0, 0.898, 0.181, 0, 0.898, 0.181, 0, 0.898, 0, 1
0.958, 0.958, 0.958, 0, 0, 0, 0.454, 0.454, 0.454, 1, 0
0.91, 0.32, 0.32, 0.69, 0.1, 0.1, 0.59, 0, 0, 1, 1
0.237, 0, 0.251, 0.237, 0, 0.251, 1, 0.837, 1, 1, 1
0, 0.1, 0.85, 0, 0.1, 0.85, 0, 0.1, 0.85, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.352, 0.352, 1, 0, 0, 0.674, 0.613, 0.613, 1, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.513, 0, 0.827, 0.878, 0.365, 1, 0.899, 0.386, 1, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.553, 1, 0.891, 0, 0.451, 0.338, 0, 0.451, 0.338, 1, 1
0.601, 0, 0, 0.909, 0.308, 0.308, 0.75, 0.148, 0.148, 1, 1
0.1, 0.403, 0, 0.1, 0.403, 0, 0.1, 0.403, 0, 0, 1
1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.531, 0.531, 0.531, 0, 0, 0, 1, 0
0.535, 0.535, 1, 0.405, 0.405, 1, 0, 0, 0.636, 1, 1
0.762, 0.245, 0, 0.762, 0.245, 0, 0.762, 0.245, 0, 0, 1
0.1, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0.615, 0.1, 0.1, 0.715, 0.456, 0.456, 1, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.436, 0.728, 0, 0.436, 0.728, 0, 1, 1, 0.878, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.1, 0, 0.175, 0.275, 0.175, 0, 0.1, 0, 1, 1
0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0
0.1, 0.1, 0.1, 0.807, 0.807, 0.807, 0, 0, 0, 1, 0
0.939, 0.522, 0.937, 0.416, 0, 0.415, 0.416, 0, 0.415, 1, 1
0.534, 0, 0.211, 0.534, 0, 0.211, 0.534, 0, 0.211, 0, 1
0.859, 0.859, 0.859, 0, 0, 0, 0, 0, 0, 1, 0
0, 0.575, 0, 0.324, 0.898, 0.324, 0, 0.575, 0, 1, 1
1, 1, 0.1, 1, 1, 0.207, 0.954, 0.972, 0, 1, 1
0, 0, 0, 0, 0, 0, 0.522, 0.522, 0.522, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0.1, 0.1, 0, 0, 0, 0.599, 0.599, 0.599, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.396, 0.559, 0.431, 0.828, 0.99, 0.912, 1, 1, 1, 1
0.548, 0, 0, 0.548, 0, 0, 0.548, 0, 0, 0, 1
1, 0.185, 0, 1, 0.185, 0, 1, 0.185, 0, 0, 1
0.557, 0.1, 0.1, 0.557, 0.1, 0.1, 0.457, 0, 0, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.511, 0.511, 0.511, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 0.495, 0.802, 0.656, 0, 1, 1, 0.563, 1, 1
0, 0.684, 1, 0, 0.684, 1, 0, 0.684, 1, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.842, 0.842, 0.842, 0.611, 0.611, 0.611, 0, 0, 0, 1, 0
0.625, 0.625, 0.625, 1, 1, 1, 0, 0, 0, 1, 0
0, 0.858, 0.414, 0.375, 1, 0.789, 0.579, 1, 0.994, 1, 1
